Geneid,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_id,gene_name,kegg_orthology,kegg_pathway,kegg_module,kegg_enzyme,kegg_description,paper_reference,log2fc
BHE81_RS22090,14.400745507413085,2.3128935444424807,0.8764197794416281,2.639024812876813,0.008314489507277,0.0489244508106021,BHE81_RS22090,gene_0602,K20602,ko02020,M2602,,oxidative stress protein,NO,2.3128935444424807
BHE81_RS22095,8.558510634214546,2.7390693371080395,0.9536379265151538,2.872231966609514,0.0040758366698738,0.0280521287278921,BHE81_RS22095,gene_0603,K20603,ko00190,M2603,,DNA repair enzyme,NO,2.7390693371080395
BHE81_RS22105,20.46994619497876,3.6290144630073735,0.8837946741811403,4.106173717747002,4.0226700165005954e-05,0.0005997047632373,BHE81_RS22105,gene_0604,K20604,ko02020,M2604,,DNA repair enzyme,NO,3.6290144630073735
BHE81_RS22170,11.87093334779425,4.564374755360036,1.1707556402024322,3.8986570712320656,9.672764785185532e-05,0.0012673725039968,BHE81_RS22170,gene_0605,K20605,ko03410,M2605,,DNA repair enzyme,NO,4.564374755360036
BHE81_RS22240,84.57620641523692,-1.4982623992435489,0.3108820226181403,-4.819392213887776,1.4399622283190273e-06,3.1154875083476805e-05,BHE81_RS22240,gene_0606,K20606,ko00020,M2606,,biosynthesis protein,NO,-1.4982623992435489
BHE81_RS22245,3207.2472957764026,-1.5158158696695534,0.4586283192116885,-3.3051074392331627,0.0009493999832652,0.0086140183427875,BHE81_RS22245,gene_0607,K20607,ko02010,M2607,,ion channel,NO,-1.5158158696695534
BHE81_RS22435,4.220881799726038,-4.324833750909079,1.5204021815330824,-2.8445327186706453,0.0044476617716824,0.0298800716795034,BHE81_RS22435,gene_0608,K20608,ko01200,M2608,,metabolic enzyme,NO,-4.324833750909079
BHE81_RS22555,21.92871196579304,-1.3361868965623418,0.4879232148513532,-2.7385187994578484,0.0061716631815947,0.038461221511297,BHE81_RS22555,gene_0609,K20609,ko00020,M2609,,metabolic enzyme,NO,-1.3361868965623418
BHE81_RS22560,8.543398272116002,3.0833766156433238,0.9560032425394402,3.225278407480001,0.0012585021874634,0.0109251455327333,BHE81_RS22560,gene_0610,K20610,ko00190,M2610,,DNA repair enzyme,NO,3.083376615643324
BHE81_RS22600,41.18369687248398,-2.314814881166261,0.5422217391705404,-4.269129608686165,1.9623722180672826e-05,0.0003196620999237,BHE81_RS22600,gene_0611,K20611,ko01200,M2611,,catabolic enzyme,NO,-2.314814881166261
BHE81_RS22795,66.88269649176847,2.921435474785263,0.4082440980974005,7.156099716812697,8.300477525278064e-13,5.4996659539542824e-11,BHE81_RS22795,gene_0612,K20612,ko02020,M2612,,oxidative stress protein,NO,2.921435474785263
BHE81_RS22835,285.5858386112552,1.7385004382359963,0.3192628315239576,5.44535807672162,5.1701272379622255e-08,1.603879913011958e-06,BHE81_RS22835,gene_0613,K20613,ko00190,M2613,,DNA repair enzyme,NO,1.7385004382359963
BHE81_RS22840,371.261586051053,1.6952601306494166,0.3612021117271008,4.693383774927199,2.687226889728848e-06,5.477009781529473e-05,BHE81_RS22840,gene_0614,K20614,ko01060,M2614,,biosynthetic enzyme,NO,1.6952601306494166
BHE81_RS22845,95.79479962605812,1.9037409480619136,0.447706250255894,4.252209896497533,2.116713255461464e-05,0.0003421614262372,BHE81_RS22845,gene_0615,K20615,ko02020,M2615,,oxidative stress protein,NO,1.9037409480619136
BHE81_RS22850,120.60170732432204,1.299374264997576,0.3802739415866221,3.4169426902516093,0.0006332860942457,0.0060585805705736,BHE81_RS22850,gene_0616,K20616,ko02010,M2616,,ABC transporter,NO,1.299374264997576
BHE81_RS22855,73.69566417613862,1.786272047257316,0.5377194463547978,3.321940575827155,0.0008939372995416,0.0081634663782817,BHE81_RS22855,gene_0617,K20617,ko01060,M2617,,biosynthetic enzyme,NO,1.786272047257316
BHE81_RS22930,30.8744758559986,-1.5368904329856117,0.521683730910609,-2.946019478703964,0.0032189212870685,0.0230570949238409,BHE81_RS22930,gene_0618,K20618,ko01200,M2618,,biosynthesis protein,NO,-1.5368904329856117
BHE81_RS22935,75.31313419723976,-1.7044485306327548,0.3643733045121631,-4.6777535827294905,2.900347875987406e-06,5.8269369946623175e-05,BHE81_RS22935,gene_0619,K20619,ko01200,M2619,,catabolic enzyme,NO,-1.7044485306327548
BHE81_RS22980,63.52132537853043,1.4280789712435489,0.3955815604245377,3.610074670090627,0.0003061088711136,0.0033719930214843,BHE81_RS22980,gene_0620,K20620,ko00920,M2620,,membrane transporter,NO,1.4280789712435489
BHE81_RS23080,84.41400229094806,-1.3033631791544689,0.4748720960969965,-2.744661541216872,0.0060573334079877,0.0378045704856516,BHE81_RS23080,gene_0621,K20621,ko01200,M2621,,biosynthesis protein,NO,-1.3033631791544689
BHE81_RS23085,181.27945034047943,-1.0970756556717518,0.2850067010267671,-3.84929775938397,0.0001184569407813,0.0015283481136279,BHE81_RS23085,gene_0622,K20622,ko01200,M2622,,biosynthesis protein,NO,-1.0970756556717518
BHE81_RS23090,642.6272967061726,-1.2929759788868913,0.2888197802366863,-4.476757020683639,7.5785418036684814e-06,0.0001360590122113,BHE81_RS23090,gene_0623,K20623,ko01200,M2623,,catabolic enzyme,NO,-1.2929759788868913
BHE81_RS23125,125.50515166659436,-2.523790154743339,0.5416811385335427,-4.65918042037762,3.1747085732010157e-06,6.317969561478813e-05,BHE81_RS23125,gene_0624,K20624,ko01230,M2624,,biosynthesis protein,NO,-2.523790154743339
BHE81_RS23130,39.79514048036218,-2.8908746576301843,0.728715106431311,-3.967084848545924,7.275709572140579e-05,0.0009870166779698,BHE81_RS23130,gene_0625,K20625,ko00020,M2625,,metabolic enzyme,NO,-2.8908746576301843
BHE81_RS23155,16.596886409488963,-1.5529995076957968,0.5420395884830966,-2.86510347342319,0.004168730001829,0.0284593396079559,BHE81_RS23155,gene_0626,K20626,ko00920,M2626,,ABC transporter,NO,-1.5529995076957968
BHE81_RS23200,432.19434557868175,1.7847395646362438,0.3995423708645334,4.466959438555685,7.933916533131577e-06,0.0001406436716524,BHE81_RS23200,gene_0627,K20627,ko02010,M2627,,ABC transporter,NO,1.7847395646362438
BHE81_RS23210,166.75755542148724,1.1106896253199638,0.4036703929073731,2.7514765631444877,0.0059327264895092,0.0373422316015938,BHE81_RS23210,gene_0628,K20628,ko00190,M2628,,DNA repair enzyme,NO,1.1106896253199638
BHE81_RS23215,156.801383549975,1.3215383886252687,0.3142750969516291,4.205036929250141,2.61039531040967e-05,0.0004109424557693,BHE81_RS23215,gene_0629,K20629,ko03410,M2629,,oxidative stress protein,NO,1.3215383886252687
BHE81_RS23220,458.3775629144213,2.053832928188572,0.4456442088028466,4.60868308758207,4.052274443836799e-06,7.878592570759196e-05,BHE81_RS23220,gene_0630,K20630,ko00190,M2630,,stress response regulator,NO,2.053832928188572
BHE81_RS23235,134.91936312940484,-1.39470244688873,0.348560280528819,-4.001323515039504,6.298916720095934e-05,0.0008713157259699,BHE81_RS23235,gene_0631,K20631,ko00920,M2631,,ABC transporter,NO,-1.39470244688873
BHE81_RS23250,74.19357519760862,1.4433885908045878,0.3813111516214745,3.785330129126231,0.0001535046619942,0.0019217690473405,BHE81_RS23250,gene_0632,K20632,ko00520,M2632,,polymerization enzyme,NO,1.4433885908045878
BHE81_RS23290,12.994966394812971,-1.9951812374602271,0.6943619683055047,-2.873402243399352,0.0040607672792692,0.0279940803124789,BHE81_RS23290,gene_0633,K20633,ko00020,M2633,,catabolic enzyme,NO,-1.9951812374602271
BHE81_RS23310,14.267924609440096,-1.6189739521431563,0.6115610863006427,-2.647280849630892,0.0081141933327906,0.0479709151726272,BHE81_RS23310,gene_0634,K20634,ko00920,M2634,,ion channel,NO,-1.6189739521431563
BHE81_RS23315,140.4250110790263,-3.359294483134951,0.4389165299613179,-7.653606674214362,1.954193861730937e-14,1.7176549797172552e-12,BHE81_RS23315,gene_0635,K20635,ko01200,M2635,,biosynthesis protein,NO,-3.359294483134951
BHE81_RS23320,7.173481096310435,-3.621276225592228,1.1693595837048567,-3.096802964678339,0.0019561985150579,0.0154554335861979,BHE81_RS23320,gene_0636,K20636,ko01230,M2636,,metabolic enzyme,NO,-3.621276225592228
BHE81_RS23325,42.694758878199984,-1.6616654990694153,0.3957275727408418,-4.199013699148085,2.6808010366265715e-05,0.0004204572332166,BHE81_RS23325,gene_0637,K20637,ko01230,M2637,,catabolic enzyme,NO,-1.6616654990694153
BHE81_RS23450,81.58415580629254,-1.6590187184162537,0.4411681705950941,-3.760513176139599,0.000169565142588,0.0020796376063346,BHE81_RS23450,gene_0638,K20638,ko00920,M2638,,membrane transporter,NO,-1.6590187184162537
BHE81_RS23490,91.08811113798168,1.2763130893260393,0.3065912492209094,4.162914279417064,3.1421135011775905e-05,0.0004803107558502,BHE81_RS23490,gene_0639,K20639,ko00920,M2639,,ion channel,NO,1.2763130893260393
BHE81_RS23650,80.4121762287781,1.3200707368153186,0.3441990466571699,3.835195796257214,0.0001254643064071,0.0015943792431678,BHE81_RS23650,gene_0640,K20640,ko00920,M2640,,membrane transporter,NO,1.3200707368153186
BHE81_RS23685,80.73799475067396,-1.1428854648472655,0.3144212797938435,-3.63488586267641,0.0002781037312915,0.0030876832692601,BHE81_RS23685,gene_0641,K20641,ko02010,M2641,,ion channel,NO,-1.1428854648472655
BHE81_RS23760,45.8279282559318,1.1979263619465987,0.4218531503844377,2.8396762258499675,0.004515934370782,0.0301772142121871,BHE81_RS23760,gene_0642,K20642,ko02010,M2642,,ion channel,NO,1.1979263619465987
BHE81_RS23765,54.90817390700196,1.2511644410414489,0.466336081894894,2.6829672624891265,0.0072972133206604,0.0439813471426662,BHE81_RS23765,gene_0643,K20643,ko02010,M2643,,ABC transporter,NO,1.2511644410414489
BHE81_RS23815,61.88272188307508,2.6244048991946585,0.479652797750782,5.471467927428304,4.4632312413183796e-08,1.4052516870986746e-06,BHE81_RS23815,gene_0644,K20644,ko03410,M2644,,stress response regulator,NO,2.6244048991946585
BHE81_RS23910,50.20774662755395,-5.172781679180046,0.6566368247019502,-7.877690504988037,3.3348750203730854e-15,3.517459427738512e-13,BHE81_RS23910,gene_0645,K20645,ko01200,M2645,,biosynthesis protein,NO,-5.172781679180046
BHE81_RS23915,70.6905756629162,-2.107962557291638,0.3840997927646331,-5.488059605862234,4.063729501795261e-08,1.2988541490965308e-06,BHE81_RS23915,gene_0646,K20646,ko01230,M2646,,biosynthesis protein,NO,-2.107962557291638
BHE81_RS23920,25.32562272181696,-1.8269114229687264,0.4454952052154742,-4.100855411193702,4.116257048209546e-05,0.0006098571265617,BHE81_RS23920,gene_0647,K20647,ko02010,M2647,,ion channel,NO,-1.8269114229687264
BHE81_RS24000,49.27014717293156,-2.729919766431123,0.3886493101421171,-7.024120962501839,2.1541812453437885e-12,1.3365427461919768e-10,BHE81_RS24000,gene_0648,K20648,ko01230,M2648,,metabolic enzyme,NO,-2.729919766431123
BHE81_RS24005,19.348843380921057,-1.935487442659234,0.5474552869371777,-3.5354256116286944,0.0004071188528833,0.0042306267002832,BHE81_RS24005,gene_0649,K20649,ko01200,M2649,,catabolic enzyme,NO,-1.935487442659234
BHE81_RS24080,37.17710470253297,-1.5919831182883653,0.5037078574239433,-3.160528657285725,0.0015748311250968,0.0131049556544054,BHE81_RS24080,gene_0650,K20650,ko02010,M2650,,ion channel,NO,-1.5919831182883653
BHE81_RS24165,116.36561486267378,-1.3750201862635327,0.3579057848904179,-3.841849571346075,0.0001221106693661,0.0015611664062293,BHE81_RS24165,gene_0651,K20651,ko00020,M2651,,biosynthesis protein,NO,-1.3750201862635327
BHE81_RS24205,211.6475981315447,2.7634701463730176,0.6006094260948635,4.601110182936989,4.202450403856014e-06,8.095953540579234e-05,BHE81_RS24205,gene_0652,K20652,ko03410,M2652,,oxidative stress protein,NO,2.7634701463730176
BHE81_RS24415,24.699109067274502,-1.6043244163038846,0.6099752615596253,-2.6301466918540943,0.0085348031836584,0.049598257068671,BHE81_RS24415,gene_0653,K20653,ko00020,M2653,,metabolic enzyme,NO,-1.6043244163038846
BHE81_RS24440,131.43820396881603,2.4767430979077645,0.3157103438488531,7.844985589365134,4.330032092057938e-15,4.349620332474391e-13,BHE81_RS24440,gene_0654,K20654,ko02020,M2654,,oxidative stress protein,NO,2.4767430979077645
BHE81_RS24460,45.66466047812224,-4.219171695275744,0.4553709980562894,-9.26535004048326,1.9443849679783828e-20,3.4653003564282413e-18,BHE81_RS24460,gene_0655,K20655,ko01200,M2655,,biosynthesis protein,NO,-4.219171695275744
BHE81_RS24500,23.810234143572497,-1.6318595360342862,0.5878027048956965,-2.776202835480068,0.0054997885333211,0.0351569815486092,BHE81_RS24500,gene_0656,K20656,ko01200,M2656,,metabolic enzyme,NO,-1.6318595360342862
BHE81_RS24505,10.617606825536235,2.351194067376867,0.8234161486656262,2.855414083373343,0.0042980750150359,0.0291536631646893,BHE81_RS24505,gene_0657,K20657,ko02020,M2657,,oxidative stress protein,NO,2.351194067376867
BHE81_RS24585,37.83631098616201,-1.4512024600916031,0.4472221148697975,-3.24492553440498,0.0011748134090535,0.0103046523342968,BHE81_RS24585,gene_0658,K20658,ko01230,M2658,,metabolic enzyme,NO,-1.4512024600916031
BHE81_RS24625,20.79168764395379,2.6435089643950733,0.6363427236723354,4.154222034848418,3.263961218537578e-05,0.0004971354650184,BHE81_RS24625,gene_0659,K20659,ko00190,M2659,,oxidative stress protein,NO,2.6435089643950733
BHE81_RS24655,15.788608250379582,3.793955157870641,0.92284439242233,4.111153721064577,3.936869733860632e-05,0.0005932019073985,BHE81_RS24655,gene_0660,K20660,ko02020,M2660,,oxidative stress protein,NO,3.793955157870641
BHE81_RS24690,86.93928044582599,-1.693261446900736,0.5012501664849629,-3.378076577559665,0.0007299475037999,0.0069134005944892,BHE81_RS24690,gene_0661,K20661,ko01230,M2661,,biosynthesis protein,NO,-1.693261446900736
BHE81_RS24695,687.1806219644604,-1.3478030911580068,0.3737587301913819,-3.6060778847035055,0.0003108598710016,0.0034065397292362,BHE81_RS24695,gene_0662,K20662,ko01230,M2662,,catabolic enzyme,NO,-1.3478030911580068
BHE81_RS24805,36.779543152993725,-4.000863643584473,0.6434871242414636,-6.217472724571844,5.052259459127587e-10,2.1315482658059292e-08,BHE81_RS24805,gene_0663,K20663,ko00020,M2663,,biosynthesis protein,NO,-4.000863643584473
BHE81_RS24810,41.31467621033981,-4.330618217137657,0.6957766581863569,-6.224149899518105,4.841740039366887e-10,2.0633637602110004e-08,BHE81_RS24810,gene_0664,K20664,ko01200,M2664,,catabolic enzyme,NO,-4.330618217137657
BHE81_RS24815,74.20009297188841,-4.149052074632291,0.5339037049850404,-7.77116179545625,7.776948437049865e-15,7.457033058162134e-13,BHE81_RS24815,gene_0665,K20665,ko01230,M2665,,metabolic enzyme,NO,-4.149052074632291
BHE81_RS24820,219.39167183465293,-4.4125311757232994,0.4001594569766774,-11.026932136157102,2.8336705674264127e-28,1.3283617915524483e-25,BHE81_RS24820,gene_0666,K20666,ko01200,M2666,,catabolic enzyme,NO,-4.4125311757232994
BHE81_RS24825,37.74316645873592,-1.4343507413782246,0.4791433951204539,-2.993573022158924,0.0027573151815126,0.0204448378748714,BHE81_RS24825,gene_0667,K20667,ko02010,M2667,,ion channel,NO,-1.4343507413782246
BHE81_RS24830,9.872716103129674,-2.6118971958828454,0.8347763643395874,-3.1288585871129486,0.0017548674173812,0.014075638087322,BHE81_RS24830,gene_0668,K20668,ko00020,M2668,,biosynthesis protein,NO,-2.6118971958828454
BHE81_RS24840,67.01854749160437,1.58518694018115,0.354775638662096,4.468139205270946,7.890295538925119e-06,0.0001404605775473,BHE81_RS24840,gene_0669,K20669,ko00920,M2669,,membrane transporter,NO,1.58518694018115
BHE81_RS24865,113.88966874144351,-1.2864777690647664,0.3349794933583417,-3.840467236269197,0.0001228003616362,0.0015652408632727,BHE81_RS24865,gene_0670,K20670,ko01200,M2670,,metabolic enzyme,NO,-1.2864777690647664
BHE81_RS24885,271.68074443476297,1.0238486956546633,0.3392006872777012,3.018415746358573,0.0025410004669866,0.0191526140266837,BHE81_RS24885,gene_0671,K20671,ko00190,M2671,,stress response regulator,NO,1.0238486956546633
BHE81_RS24890,539.8534539300941,1.138777553254358,0.2479460413593113,4.5928442616435925,4.372453716310627e-06,8.385173740506605e-05,BHE81_RS24890,gene_0672,K20672,ko01060,M2672,,precursor synthesis,NO,1.138777553254358
BHE81_RS24945,95.885098771132,-1.780386365253876,0.4793546221260982,-3.7141320497907513,0.0002039023083967,0.002430123839338,BHE81_RS24945,gene_0673,K20673,ko02010,M2673,,membrane transporter,NO,-1.780386365253876
BHE81_RS24955,118.40029316100924,-1.8840106749926897,0.3981833781111739,-4.731515122328057,2.22850212527936e-06,4.6315519539673e-05,BHE81_RS24955,gene_0674,K20674,ko00920,M2674,,ion channel,NO,-1.8840106749926897
BHE81_RS25045,78.9842854006465,1.97953967260702,0.5146255894113899,3.846562847508507,0.0001197864151245,0.0015407892847879,BHE81_RS25045,gene_0675,K20675,ko02010,M2675,,ion channel,NO,1.97953967260702
BHE81_RS25090,263.82132867048733,2.445725224265632,0.5009707641651133,4.881971961660329,1.0503019285315586e-06,2.3200124798296576e-05,BHE81_RS25090,gene_0676,K20676,ko03410,M2676,,oxidative stress protein,NO,2.445725224265632
BHE81_RS25200,88.25184429692189,1.4023259121230052,0.3891511138729754,3.6035510682894887,0.0003138990383773,0.0034281020828836,BHE81_RS25200,gene_0677,K20677,ko02020,M2677,,DNA repair enzyme,NO,1.4023259121230052
BHE81_RS25210,4.958420859462101,-3.7025522458967743,1.1406548038685225,-3.2459883860915637,0.0011704361422995,0.0102876460090874,BHE81_RS25210,gene_0678,K20678,ko00020,M2678,,metabolic enzyme,NO,-3.7025522458967743
BHE81_RS25230,10.798964183089517,-2.284737357671794,0.7219167274540439,-3.1648211916757902,0.0015517828294671,0.0129643005099444,BHE81_RS25230,gene_0679,K20679,ko01200,M2679,,biosynthesis protein,NO,-2.284737357671794
BHE81_RS25265,20.652408686649007,-4.806842548351968,0.8091227392513763,-5.940807636674995,2.8362126960672187e-09,1.1079612374729257e-07,BHE81_RS25265,gene_0680,K20680,ko01230,M2680,,metabolic enzyme,NO,-4.806842548351968
BHE81_RS25270,338.03610102037345,-4.832748366012162,0.3713183262774454,-13.015108665552852,1.0039937197941015e-38,1.4119498346037716e-35,BHE81_RS25270,gene_0681,K20681,ko01230,M2681,,biosynthesis protein,NO,-4.832748366012162
BHE81_RS25295,74.74029781018386,1.293200149734285,0.3873316610228586,3.338741135488963,0.000841589510961,0.0077695101679312,BHE81_RS25295,gene_0682,K20682,ko03410,M2682,,DNA repair enzyme,NO,1.293200149734285
